"","text","score"
"1132","if youre have a hard time sleep due to cripple coronavirus pandemic panic then know that youre not alone im right there with you so heres a cute snuggly puppy to help u all fall asleep edaefbfb",0.746
"1133","were all in this together spreadlovenotwar hateisthevirus ecfbc covid coronavirus pandemic numerology jumaani pakistan jumaanified sanjaybjumaani",0.463
"1134","for those who are neglect the risk ffabedeefbf covid pandemic covidfrance",0.125
"1135","at this special time of market stagnate and a global pandemic while everyone i panicking because of the market crash and covid the falcon project continue it daily work to build relationship and prepare the duct for launch eca fnt yourchoice privacy",0.429
"1136","god if you are listeningplease help u ensure this and come back strong than ever fbedaefbf god coronavirus pandemic",0.746
"1137","can the whole country please just go and have a quiet cup of tea eefbf and calm down please panickbuying pandemic covidau",0.244
"1138","didnt know the word but i felt like a monster fabfbedefbfcfafa godzillachallenge eminem qurantine coronavirus pandemic queloquefafbe triller",0.125
"1139","special shoutout to all the pharmacist who are go above and beyond the call of duty during the coronavirus we appreciate you bee there for u and your kind everyone show the pharmacist some love thank edaefbf",0.746
"1140","if issue stimulus check if hees not your president then those are not your check g them to people who regard him a their presidentffbaffbedaefbf ff coronavirus trump maga mypresident",0.746
"1141","wall ball wednesdayduring your quarantine find a wall and get to work efbfad alwayssunny lacrosse wallball wednesday still laxszn coronavirus quarantine lacrossedrills orlando florida orlando florida",0.465
"1142","mind how serious trump took the coronavirus eacefbf",0.389
"1143","break newseaaefbf canadas big bank are offer to f mortgage other credit payment due to covid current isolate practice read the late hereff candianmortages mortgagenews bigbanks homeowner coronavirus",-0.066
"1144","i convert three of it perfume factory to make hand sanitize well done ecb read more by tail covid coronavirus celine fashion",0.126
"1145","stay inside and no bread to be bought so instead we have purchase pizza in almost every imagine way pizza roll bagel bite frozen pizza pepperoni hot pocket and caseyes pizza ffabedeefbf coronavirus quarantineandchill",0.125
"1146","ffa some posit new ffa job opportunity eacefbf coronavirus coviduk",0.389
"1147","ffacffac feet ffab avoidanceis very wise for all party emotional and physical coronavirus tofeet avoidance weareinthistogether wednesdaywisdomeca wellbeingwednesday",0.351
"1148","every time i hear someone say were all in this forever this i where my head goes fafbdedefbf coronavirus covid covid coronavirusoutbreak coronavirusupdate staysafestayhome",0.125
"1149","hey james some new and some aid from italy stay strong stay safe ffaeffb eaefbf ffbaffb coronavirus covid",0.657
"1150","for those of you whom are miss the gym during these hard time due to the coronavirus herees some help youre welcome ya filthy animal f lrfitplan in full effect ffaaff covid coronavirusvsthegymfafbdedefbfea",0.125
"1151","list to the most recent episode of my podcast chin music eabefbfeb mlb",-0.037
"1152","isolate at it b catch up on read the new medicine newyorktimes eaefbfmindfulness coronavirus",0.871
"1153","community on the reservation need to work together help our elder parent and kid weere act like animal wash your hand maybe ites time to clean up our land or what we call home edaefbfaf aheehee share quarantine shikeyah navajo coronavirus navajonation",0.746
"1154","reposting here take a mental heal break and letes chat eaefbf coronavirus work i always busy but make the time for people i important",0.657
"1155","god bless nigeria edaefbf covid covid corona coronavirus coronavirusprevention hygiene handwash handwashing heal africa",0.746
"1156","ites credible to see how nature i store itself while humanity squirm under the covid coronavirus ffaa ye ites a terrible time for u my edaefbf break with every port of a new case but i cannot help but smile at this new ffahandsoffourwildlife eatplantbased vegan",0.746
"1157","eefbfwill the coronavirus stop spread when the weather get warm heres what excuse me tongue stick out erts say more",0.465
"1158","our northyorkshire rotter will not be attend any of the planned event until further notice due to the spread of coronavirus find tail of other service affect here eacefbf",0.389
"1159","yup we can trust when it come to infectious ease fafbedefbf coronavirus",0.125
"1160","eaefbfa big thank you to all our first responders doctor nurse and medical practitioner around the nation of the world may the lord keep you and preserve you all thank for your sacrifice to keep u safe from coronavirus thank you besafeoutthere washyourhands",0.657
"1161","last months of i made cash do f in canada which i cash a month and due to this coronavirus covid in that ha gone down to what justintrudeau also known a the ffaa just said wonet help me out at all ffcanada hit me up when your not brokeedefbf",0.1
"1162","thousand attend miami gay festival several late test posit for coronavirus ffaaedeefbf coronavirus",0.125
"1163","during this difficult period of time i understand some have lost their job due to coronavirus are look for a new position i would love to help a many people a possible so please do not hesitate to reach out to me if you know anyone or have been affect personal eda",0.746
"1164","if coronavirus had a face fabfbedefbf coviduk coronavirus coronavirusuk covid",0.125
"1165","just week ago the trump administrate blew off a senate committee meet on the coronavirus trump didnt create this crisis but he certain slow the response to it eacefbf",0.389
"1166","send magnitude love edaefbfvirusffaa from saltlakecity",0.746
"1167","like ieve said before all we got i usecfbfafafcafce litclothing litmovement lit lit crazytimes covid coronavirus virus flu notcancelled music family friend sing laugh hopeea",0.463
"1168","ebd facebook twitter and google fight against misinformation over the coronavirus ec they have push official guidance elevate authoritative content and share critical update alpho covid corona virus fakenews fact share stock",0.407
"1169","be safe eaefbf",0.657
"1170","keep clean i the numb one the in your life coronavirus alltogether thegoodstuff itnottheend worldface allpeople lcba instagramtoppic modelme tuesdaylife virus hellooldpeople keepclean fdeda",0.746
"1171","the french roast on the upper westside left a note on their front door ecweell miss you we love you weell all be back photocaefbfsteve sanchez covid covcbd coronavirus coronavirusoutbreak virusea",0.117
"1172","judy if it make you feel better if this virus was create or born in italy i a a white man would say italianvirus with a shot of humor canoliflufabfbedefbf so i guess mon w fri sun i xenophobia card day tues thurs sat i the race card day enoughalready",0.125
"1173","bob it call port the fact chinesevirus wuhanvirus chineseflu different name same virus where it all start this could have happen in any country italianvirus russianvirus germanvirus etc stop already with the xenophobia card it i what it i fabfbedefbf",0.125
"1174","efbf who you gonna call most of our old relative dont have the internet call them and assure them isolate elder virus coronavirus",0
"1175","eaa coronavirus pandemic there are now more covid deaths in europe than in asia the official death toll in europe i while in asia the virus ha claim the live of people afp covid covid",0.177
"1176","on canadian citizen and permanent residence are allow to cross in trucksedc usa canada border virus covid coronavirus hwy sarpanch toronto brampton mississauga",0.271
"1177","prevention ecb stop bacteria and harmful microbe enter clean area with kleensticky mat",0.126
"1178","fight against corona virus corona coronavirusitalianews virus dettol sanitize handwash cleanhands washyourhands mask dettoldisinfectantspray fightagainstcoronaviruseccefbf",0.463
